รหัสนักเรียน,ชื่อ-นามสกุล,เพศ,อายุ,ระดับชั้น,โรงเรียน,เบอร์โทรติดต่อ,รหัสคอร์ส,ชื่อคอร์ส,รายวิชา,อาจารย์ผู้สอน,ราคา(บาท),จำนวนรับสูงสุด,จำนวนผู้ลงทะเบียน,ที่นั่งคงเหลือ,รหัสการลงทะเบียน,วันที่ลงทะเบียน,ส่วนลด,ยอดชำระสุทธิ (บาท),สถานะการลงทะเบียน,รหัสการชำระเงิน,จำนวนเงินที่ชำระ(บาท),ช่องทางการชำระเงิน,วันที่ชำระเงิน,สถานะการชำระเงิน
STU0334,ณัฐพงศ์ ไพศาล,ชาย,18,ม.6,โรงเรียนกัลยาณวัตร,085-4975907,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,334,2026-08-08,0.1,2970.0,ลงทะเบียนสำเร็จ,327.0,2970.0,บัตรเครดิต,2026-08-08,ชำระเงินแล้ว
STU0335,ธิดารัตน์ ศรีวงศ์,หญิง,17,ม.5,โรงเรียนแก่นนครวิทยาลัย,085-2202165,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,335,2026-07-30,0.05,2660.0,ลงทะเบียนสำเร็จ,328.0,2660.0,บัตรเครดิต,2026-07-30,ชำระเงินแล้ว
STU0336,พงศกร แสงทอง,ชาย,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),091-6390131,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,336,2026-08-01,0.05,2660.0,ลงทะเบียนสำเร็จ,329.0,2660.0,บัตรเครดิต,2026-08-01,ชำระเงินแล้ว
STU0337,ศุภณัฐ เจริญทรัพย์,ชาย,17,ม.6,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,099-8423190,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,337,2026-06-11,0.1,2430.0,ลงทะเบียนสำเร็จ,330.0,2430.0,โอนธนาคาร,2026-06-11,ชำระเงินแล้ว
STU0338,ปวีณา พรหมรักษา,หญิง,15,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),083-6190999,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,338,2026-08-04,0.05,3325.0,ลงทะเบียนสำเร็จ,331.0,3325.0,โอนธนาคาร,2026-08-04,ชำระเงินแล้ว
STU0339,รวิภาส ทองดี,ชาย,16,ม.4,โรงเรียนแก่นนครวิทยาลัย,097-8713357,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,339,2026-06-16,0.0,0.0,คอร์สเต็ม,,,,,
STU0340,ปุณณภา แก้วมณี,หญิง,18,ม.6,โรงเรียนกัลยาณวัตร,085-8870035,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,340,2026-07-23,0.1,2880.0,ลงทะเบียนสำเร็จ,332.0,2880.0,เงินสด,2026-07-23,ชำระเงินแล้ว
STU0341,ภัทรดนัย แสงทอง,ชาย,17,ม.5,โรงเรียนแก่นนครวิทยาลัย,086-1763390,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,341,2026-07-29,0.1,2430.0,ลงทะเบียนสำเร็จ,333.0,2430.0,พร้อมเพย์,2026-07-29,ชำระเงินแล้ว
STU0342,ธนภัทร วงศ์ดี,ชาย,16,ม.5,โรงเรียนกัลยาณวัตร,095-9374787,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,342,2026-06-16,0.0,2800.0,ลงทะเบียนสำเร็จ,334.0,2800.0,โอนธนาคาร,2026-06-16,ชำระเงินแล้ว
STU0343,พศิน ศรีทอง,ชาย,16,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),086-6105480,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,343,2026-07-25,0.0,3300.0,ลงทะเบียนสำเร็จ,335.0,3300.0,เงินสด,2026-07-25,ชำระเงินแล้ว
STU0344,ธนาธิป เจริญวงศ์,ชาย,17,ม.5,โรงเรียนขอนแก่นวิทยาลัย,089-6320092,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,344,2026-06-14,0.0,2800.0,ลงทะเบียนสำเร็จ,336.0,2800.0,พร้อมเพย์,2026-06-14,ชำระเงินแล้ว
STU0345,ณัฐภัทร บุญเลิศ,ชาย,16,ม.5,โรงเรียนนครขอนแก่น,099-8723230,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,345,2026-06-10,0.1,2520.0,ลงทะเบียนสำเร็จ,337.0,2520.0,โอนธนาคาร,2026-06-10,ชำระเงินแล้ว
STU0346,ศศิธร วัฒนกุล,หญิง,17,ม.5,โรงเรียนขอนแก่นวิทยาลัย,098-5842802,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,346,2026-06-21,0.1,0.0,คอร์สเต็ม,,,,,
STU0347,รชต คำภา,ชาย,18,ม.6,โรงเรียนขอนแก่นวิทยายน,092-5765451,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,347,2026-08-14,0.1,2250.0,ลงทะเบียนสำเร็จ,338.0,2250.0,เงินสด,2026-08-14,ชำระเงินแล้ว
STU0348,เอกภพ จันทร์แก้ว,ชาย,17,ม.6,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,084-9342032,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,348,2026-08-09,0.1,2880.0,ลงทะเบียนสำเร็จ,339.0,2880.0,บัตรเครดิต,2026-08-09,ชำระเงินแล้ว
STU0349,วรรณวิสา ศรีนวล,หญิง,17,ม.6,โรงเรียนนครขอนแก่น,089-9350660,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,349,2026-06-26,0.0,2800.0,ลงทะเบียนสำเร็จ,340.0,2800.0,เงินสด,2026-06-26,ชำระเงินแล้ว
STU0350,พิมพ์ลภัส ศรีนวล,หญิง,15,ม.4,โรงเรียนขอนแก่นวิทยาลัย,082-3399626,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,350,2026-06-13,0.05,3325.0,ลงทะเบียนสำเร็จ,341.0,3325.0,พร้อมเพย์,2026-06-13,ชำระเงินแล้ว
STU0351,พีรพัฒน์ ศรีสวัสดิ์,ชาย,17,ม.5,โรงเรียนแก่นนครวิทยาลัย,082-4933880,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,351,2026-06-09,0.1,2430.0,ลงทะเบียนสำเร็จ,342.0,2430.0,บัตรเครดิต,2026-06-09,ชำระเงินแล้ว
STU0352,ชนัญชิดา แก้วใส,หญิง,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),095-6923907,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,352,2026-06-06,0.0,2500.0,ลงทะเบียนสำเร็จ,343.0,2500.0,พร้อมเพย์,2026-06-06,ชำระเงินแล้ว
STU0353,พีรพงศ์ ชัยมงคล,ชาย,16,ม.4,โรงเรียนแก่นนครวิทยาลัย,092-9439342,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,353,2026-07-15,0.1,2430.0,ลงทะเบียนสำเร็จ,344.0,2430.0,เงินสด,2026-07-15,ชำระเงินแล้ว
STU0354,พัชรินทร์ รัตนกุล,หญิง,15,ม.4,โรงเรียนแก่นนครวิทยาลัย,085-5140986,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,354,2026-06-27,0.1,3150.0,ลงทะเบียนสำเร็จ,345.0,3150.0,โอนธนาคาร,2026-06-27,ชำระเงินแล้ว
STU0355,วรัญญา พงษ์ศรี,หญิง,16,ม.5,โรงเรียนแก่นนครวิทยาลัย,088-1741440,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,355,2026-06-28,0.0,0.0,คอร์สเต็ม,,,,,
STU0356,พีรพงศ์ คำภา,ชาย,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),086-2835099,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,356,2026-06-04,0.05,2660.0,ลงทะเบียนสำเร็จ,346.0,2660.0,พร้อมเพย์,2026-06-04,ชำระเงินแล้ว
STU0357,สิริกัญญา บุญเรือง,หญิง,17,ม.5,โรงเรียนขอนแก่นวิทยายน,089-3101802,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,357,2026-06-20,0.05,2660.0,ลงทะเบียนสำเร็จ,347.0,2660.0,เงินสด,2026-06-20,ชำระเงินแล้ว
STU0358,ชยุต ใจดี,ชาย,17,ม.5,โรงเรียนขอนแก่นพัฒนศึกษา,089-9283591,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,358,2026-08-13,0.05,2660.0,ลงทะเบียนสำเร็จ,348.0,2660.0,เงินสด,2026-08-13,ชำระเงินแล้ว
STU0359,กุลจิรา วงศ์ษา,หญิง,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),081-3701602,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,359,2026-06-24,0.0,3500.0,ลงทะเบียนสำเร็จ,349.0,3500.0,โอนธนาคาร,2026-06-24,ชำระเงินแล้ว
STU0360,ปวีณา ศรีวงศ์,หญิง,15,ม.4,โรงเรียนขอนแก่นวิทยายน,098-8236023,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,360,2026-08-07,0.0,3200.0,ลงทะเบียนสำเร็จ,350.0,3200.0,โอนธนาคาร,2026-08-07,ชำระเงินแล้ว
STU0361,พัชรินทร์ บุญญฤทธิ์,หญิง,17,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),089-2732444,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,361,2026-08-17,0.1,2250.0,ลงทะเบียนสำเร็จ,351.0,2250.0,บัตรเครดิต,2026-08-17,ชำระเงินแล้ว
STU0362,ณิชาภา เกียรติศักดิ์,หญิง,16,ม.5,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,091-8787180,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,362,2026-07-04,0.05,3135.0,ลงทะเบียนสำเร็จ,352.0,3135.0,โอนธนาคาร,2026-07-04,ชำระเงินแล้ว
STU0363,ศุภณัฐ มงคลชัย,ชาย,16,ม.5,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,097-2105075,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,363,2026-06-28,0.05,2565.0,ลงทะเบียนสำเร็จ,353.0,2565.0,เงินสด,2026-06-28,ชำระเงินแล้ว
STU0364,พีรพงศ์ เจริญทรัพย์,ชาย,15,ม.4,โรงเรียนกัลยาณวัตร,091-4342648,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,364,2026-06-22,0.05,3135.0,ลงทะเบียนสำเร็จ,354.0,3135.0,เงินสด,2026-06-22,ชำระเงินแล้ว
STU0365,พิมพ์ลภัส พรมมา,หญิง,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),092-1875263,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,365,2026-06-04,0.1,2970.0,ลงทะเบียนสำเร็จ,355.0,2970.0,บัตรเครดิต,2026-06-04,ชำระเงินแล้ว
STU0366,พัชราภา ศรีสมบัติ,หญิง,17,ม.5,โรงเรียนกัลยาณวัตร,097-2326454,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,366,2026-06-05,0.1,2250.0,ลงทะเบียนสำเร็จ,356.0,2250.0,บัตรเครดิต,2026-06-05,ชำระเงินแล้ว
STU0367,พีรพงศ์ บุญเลิศ,ชาย,17,ม.5,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,098-5213986,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,367,2026-06-15,0.1,2250.0,ลงทะเบียนสำเร็จ,357.0,2250.0,พร้อมเพย์,2026-06-15,ชำระเงินแล้ว
STU0368,ชนัญชิดา บุญญฤทธิ์,หญิง,15,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),085-4081124,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,368,2026-08-18,0.1,0.0,คอร์สเต็ม,,,,,
STU0369,กุลธิดา บุญมี,หญิง,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),096-2019175,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,369,2026-06-09,0.0,2700.0,ลงทะเบียนสำเร็จ,358.0,2700.0,บัตรเครดิต,2026-06-09,ชำระเงินแล้ว
STU0370,ชนัญชิดา บุญเรือง,หญิง,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),099-2191900,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,370,2026-06-19,0.0,2800.0,ลงทะเบียนสำเร็จ,359.0,2800.0,บัตรเครดิต,2026-06-19,ชำระเงินแล้ว
STU0371,สิทธิโชค สุขสันต์,ชาย,17,ม.5,โรงเรียนขอนแก่นวิทยายน,095-9358770,C008,เคมี A-Level,เคมี,ครูศิริ,3400,40,40,0,371,2026-06-25,0.05,0.0,คอร์สเต็ม,,,,,
STU0372,พงศกร ศรีสมบัติ,ชาย,16,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),083-3157054,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,372,2026-08-20,0.0,3500.0,ลงทะเบียนสำเร็จ,360.0,3500.0,บัตรเครดิต,2026-08-20,ชำระเงินแล้ว
STU0373,ชยุต สายทอง,ชาย,16,ม.4,โรงเรียนนครขอนแก่น,083-7559766,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,373,2026-08-14,0.1,2430.0,ลงทะเบียนสำเร็จ,361.0,2430.0,เงินสด,2026-08-14,ชำระเงินแล้ว
STU0374,พัชราภา ศรีบุญเรือง,หญิง,17,ม.6,โรงเรียนขอนแก่นวิทยาลัย,092-3011803,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,374,2026-06-30,0.1,2430.0,ลงทะเบียนสำเร็จ,362.0,2430.0,เงินสด,2026-06-30,ชำระเงินแล้ว
STU0375,ศศิธร ธรรมวงศ์,หญิง,16,ม.5,โรงเรียนขอนแก่นพัฒนศึกษา,095-7691053,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,375,2026-07-12,0.1,2880.0,ลงทะเบียนสำเร็จ,363.0,2880.0,โอนธนาคาร,2026-07-12,ชำระเงินแล้ว
STU0376,ภูริณัฐ สุขเกษม,ชาย,16,ม.5,โรงเรียนขอนแก่นวิทยาลัย,087-7136990,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,376,2026-08-17,0.05,2660.0,ลงทะเบียนสำเร็จ,364.0,2660.0,บัตรเครดิต,2026-08-17,ชำระเงินแล้ว
STU0377,ภัทรวดี แสงจันทร์,หญิง,16,ม.4,โรงเรียนกัลยาณวัตร,081-7897815,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,377,2026-07-02,0.05,3040.0,ลงทะเบียนสำเร็จ,365.0,3040.0,โอนธนาคาร,2026-07-02,ชำระเงินแล้ว
STU0378,ปุณณภา พงษ์ศรี,หญิง,17,ม.6,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,096-7308172,C007,ฟิสิกส์ A-Level,ฟิสิกส์,ครูเอก,3500,40,40,0,378,2026-06-29,0.0,3500.0,ลงทะเบียนสำเร็จ,366.0,3500.0,โอนธนาคาร,2026-06-29,ชำระเงินแล้ว
STU0379,อริสรา จันทร์ดี,หญิง,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,088-8629672,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,379,2026-07-17,0.0,0.0,คอร์สเต็ม,,,,,
STU0380,ศศิธร ศรีสวัสดิ์,หญิง,16,ม.4,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,092-7565801,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,380,2026-06-18,0.05,2660.0,ลงทะเบียนสำเร็จ,367.0,2660.0,เงินสด,2026-06-18,ชำระเงินแล้ว
STU0381,ภัทรพล วรรณศรี,ชาย,17,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),094-4706146,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,381,2026-08-06,0.05,3135.0,ลงทะเบียนสำเร็จ,368.0,3135.0,บัตรเครดิต,2026-08-06,ชำระเงินแล้ว
STU0382,อริสรา ศรีวิชัย,หญิง,16,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),097-1865956,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,382,2026-06-05,0.1,2880.0,ลงทะเบียนสำเร็จ,369.0,2880.0,โอนธนาคาร,2026-06-05,ชำระเงินแล้ว
STU0383,วรเมธ ศรีทอง,ชาย,18,ม.6,โรงเรียนขามแก่นนคร,097-5220579,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,383,2026-08-10,0.1,0.0,คอร์สเต็ม,,,,,
STU0384,รินรดา วัฒนกุล,หญิง,18,ม.6,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),085-6448690,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,384,2026-07-08,0.0,0.0,คอร์สเต็ม,,,,,
STU0385,ปกรณ์ ศรีนวล,ชาย,17,ม.5,โรงเรียนขามแก่นนคร,086-9295505,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,385,2026-07-27,0.1,0.0,คอร์สเต็ม,,,,,
STU0386,สุชาดา พงษ์ไพบูลย์,หญิง,17,ม.5,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),082-8723592,C005,ภาษาอังกฤษ ม.ปลาย,ภาษาอังกฤษ,ครูณัฐ,2500,40,35,5,386,2026-07-08,0.0,2500.0,ลงทะเบียนสำเร็จ,370.0,2500.0,โอนธนาคาร,2026-07-08,ชำระเงินแล้ว
STU0387,อัญชิสา สายทอง,หญิง,18,ม.6,โรงเรียนแก่นนครวิทยาลัย,093-8257756,C001,คณิตศาสตร์ ม.ปลาย,คณิตศาสตร์,ครูพิมพ์,2800,40,40,0,387,2026-07-21,0.1,0.0,คอร์สเต็ม,,,,,
STU0388,พีรวิชญ์ ศรีอุดม,ชาย,15,ม.4,โรงเรียนขอนแก่นวิทยายน,093-4624157,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,388,2026-07-31,0.05,3135.0,ลงทะเบียนสำเร็จ,371.0,3135.0,เงินสด,2026-07-31,ชำระเงินแล้ว
STU0389,สุภัสสรา วงศ์ษา,หญิง,18,ม.6,โรงเรียนขอนแก่นพัฒนศึกษา,099-9617632,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,389,2026-06-11,0.1,0.0,คอร์สเต็ม,,,,,
STU0390,ชยุต คำภา,ชาย,18,ม.6,โรงเรียนขอนแก่นวิทยายน,091-5189732,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,390,2026-07-06,0.1,2430.0,ลงทะเบียนสำเร็จ,372.0,2430.0,เงินสด,2026-07-06,ชำระเงินแล้ว
STU0391,ภาคิน ศรีสวัสดิ์,ชาย,15,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),087-5435833,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,391,2026-06-25,0.0,2700.0,ลงทะเบียนสำเร็จ,373.0,2700.0,โอนธนาคาร,2026-06-25,ชำระเงินแล้ว
STU0392,สิทธิโชค วงศ์ดี,ชาย,16,ม.5,โรงเรียนแก่นนครวิทยาลัย,092-4545063,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,392,2026-08-07,0.0,0.0,คอร์สเต็ม,,,,,
STU0393,อริสา มงคลชัย,หญิง,18,ม.6,โรงเรียนขอนแก่นวิทยาลัย,092-1463802,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,393,2026-08-16,0.1,0.0,คอร์สเต็ม,,,,,
STU0394,พัณณิตา แก้วใส,หญิง,18,ม.6,โรงเรียนขามแก่นนคร,088-4736765,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,394,2026-07-31,0.05,0.0,คอร์สเต็ม,,,,,
STU0395,ธัญญารัตน์ ศรีวิชัย,หญิง,16,ม.4,โรงเรียนขอนแก่นวิทยายน,086-3875635,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,395,2026-07-08,0.0,0.0,คอร์สเต็ม,,,,,
STU0396,พัชราภา แสงจันทร์,หญิง,17,ม.5,โรงเรียนกัลยาณวัตร,097-7111522,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,396,2026-08-07,0.05,3135.0,ลงทะเบียนสำเร็จ,374.0,3135.0,บัตรเครดิต,2026-08-07,ชำระเงินแล้ว
STU0397,อธิพัฒน์ แสงทอง,ชาย,16,ม.4,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (มอดินแดง),099-1409726,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,397,2026-07-06,0.0,3300.0,ลงทะเบียนสำเร็จ,375.0,3300.0,เงินสด,2026-07-06,ชำระเงินแล้ว
STU0398,ณัฐภัทร วงศ์ษา,ชาย,16,ม.5,โรงเรียนขอนแก่นวิทยาลัย,099-7485378,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,398,2026-07-09,0.1,0.0,คอร์สเต็ม,,,,,
STU0399,ธนภัทร ศรีเจริญ,ชาย,16,ม.4,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,089-1734599,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,399,2026-08-10,0.05,0.0,คอร์สเต็ม,,,,,
STU0400,พีรพัฒน์ ชนะชัย,ชาย,18,ม.6,โรงเรียนแก่นนครวิทยาลัย,088-1344421,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,400,2026-07-10,0.05,2565.0,ลงทะเบียนสำเร็จ,376.0,2565.0,พร้อมเพย์,2026-07-10,ชำระเงินแล้ว
STU0401,พิมพ์ชนก ศรีบุญเรือง,หญิง,16,ม.4,โรงเรียนแก่นนครวิทยาลัย,091-5377888,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,401,2026-08-03,0.05,3325.0,ลงทะเบียนสำเร็จ,377.0,3325.0,เงินสด,2026-08-03,ชำระเงินแล้ว
STU0402,พีรวิชญ์ บุญเลิศ,ชาย,16,ม.4,โรงเรียนขอนแก่นพัฒนศึกษา,086-5507529,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,402,2026-07-16,0.0,3300.0,ลงทะเบียนสำเร็จ,378.0,3300.0,เงินสด,2026-07-16,ชำระเงินแล้ว
STU0403,ชยพล พงษ์ศรี,ชาย,15,ม.4,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,087-6232594,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,403,2026-08-03,0.1,0.0,คอร์สเต็ม,,,,,
STU0404,สุพิชญา ไชยวงศ์,หญิง,17,ม.6,โรงเรียนขามแก่นนคร,098-5455981,C009,ชีววิทยา A-Level,ชีววิทยา,ครูแพรว,3300,40,38,2,404,2026-08-19,0.05,3135.0,ลงทะเบียนสำเร็จ,379.0,3135.0,เงินสด,2026-08-19,ชำระเงินแล้ว
STU0405,ธนพร สายทอง,หญิง,16,ม.5,โรงเรียนแก่นนครวิทยาลัย,091-7570600,C003,เคมี ม.ปลาย,เคมี,ครูศิริ,2700,40,40,0,405,2026-07-27,0.05,0.0,คอร์สเต็ม,,,,,
STU0406,ธนาธิป วัฒนชัย,ชาย,17,ม.6,โรงเรียนแก่นนครวิทยาลัย,098-4208765,C002,ฟิสิกส์ ม.ปลาย,ฟิสิกส์,ครูเอก,2800,40,40,0,406,2026-06-03,0.0,0.0,คอร์สเต็ม,,,,,
STU0407,พัชรินทร์ เจริญวงศ์,หญิง,18,ม.6,โรงเรียนขอนแก่นวิทยาลัย,083-7667320,C006,คณิตศาสตร์ A-Level,คณิตศาสตร์,ครูพิมพ์,3500,40,40,0,407,2026-08-18,0.1,3150.0,ลงทะเบียนสำเร็จ,380.0,3150.0,พร้อมเพย์,2026-08-18,ชำระเงินแล้ว
STU0408,วรเมธ บุญส่ง,ชาย,17,ม.6,โรงเรียนกัลยาณวัตร,099-6635059,C004,ชีววิทยา ม.ปลาย,ชีววิทยา,ครูแพรว,2700,40,40,0,408,2026-08-02,0.05,2565.0,ลงทะเบียนสำเร็จ,381.0,2565.0,โอนธนาคาร,2026-08-02,ชำระเงินแล้ว
STU0409,กัญญาวีร์ เกียรติศักดิ์,หญิง,18,ม.6,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ขอนแก่น,093-2267544,C010,ภาษาอังกฤษ A-Level,ภาษาอังกฤษ,ครูณัฐ,3200,40,40,0,409,2026-08-10,0.1,0.0,คอร์สเต็ม,,,,,
